"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_264404","B/Yamagata","Centers for Disease Control and Prevention","Rhode Island Department of Health"
"EPI_ISL_276019","B/Yamagata","Public Health Agency of Canada (PHAC)",NA
"MH216626.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"CY262989.1","B/Yamagata","on behalf of JCVI/Wadsworth Center, New York State Department of Health/NCBI, National Center for Biotechnology Information, NIH",NA
"EPI_ISL_262810","B/Yamagata","Centers for Disease Control and Prevention","South Carolina Department of Health"
"EPI_ISL_282255","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science & Research"
"EPI_ISL_276545","B/Yamagata","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_270675","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_270672","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_270668","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_270673","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_269729","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_263951","B/Yamagata","Norwegian Institute of Public Health","Unilabs Telelab, Laboratory for Medical Microbiology"
"EPI_ISL_286802","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_286892","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_275485","B/Yamagata","Crick Worldwide Influenza Centre","Ministry of Health of Ukraine"
"EPI_ISL_270282","B/Yamagata","National Institute of Infectious Diseases (NIID)","Fukuoka City Institute for Hygiene and the Environment"
"EPI_ISL_267449","B/Yamagata","Centers for Disease Control and Prevention","Rhode Island Department of Health"
"EPI_ISL_267448","B/Yamagata","Centers for Disease Control and Prevention","Rhode Island Department of Health"
"EPI_ISL_266873","B/Yamagata","Centers for Disease Control and Prevention","Utah Department of Health"
"EPI_ISL_264138","B/Yamagata","Centers for Disease Control and Prevention","Wisconsin State Laboratory of Hygiene"
"EPI_ISL_266658","B/Yamagata","Centers for Disease Control and Prevention","South Dakota Public Health Lab"
"EPI_ISL_265971","B/Yamagata","Public Health Agency of Canada (PHAC)",NA
"EPI_ISL_282267","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_274973","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science & Research"
"EPI_ISL_272623","B/Yamagata","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_281679","B/Yamagata","Centers for Disease Control and Prevention","Central Laboratory of Public Health"
"EPI_ISL_267660","B/Yamagata","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_268810","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Salud de Columbia"
"EPI_ISL_270674","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_274962","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_269683","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_286886","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_263949","B/Yamagata","Norwegian Institute of Public Health","St. Olavs Hospital HF, Dept. of Medical Microbiology"
"EPI_ISL_286806","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_269730","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_273896","B/Yamagata","Crick Worldwide Influenza Centre","University of Vienna"
"EPI_ISL_263942","B/Yamagata","Norwegian Institute of Public Health","Sorlandet Sykehus HF, Dept. of Medical Microbiology"
"EPI_ISL_273897","B/Yamagata","Crick Worldwide Influenza Centre","University of Vienna"
"EPI_ISL_270277","B/Yamagata","National Institute of Infectious Diseases (NIID)","Hokkaido Institute of Public Health"
"EPI_ISL_270275","B/Yamagata","National Institute of Infectious Diseases (NIID)","Nagano City Health Center"
"EPI_ISL_267583","B/Yamagata","Centers for Disease Control and Prevention","New York State Department of Health"
"EPI_ISL_264398","B/Yamagata","Centers for Disease Control and Prevention","Mississippi Public Health Laboratory"
"MH216614.1","B/Yamagata","BC Centre for Disease Control, Clinical Trials Unit",NA
"EPI_ISL_270005","B/Yamagata","Centers for Disease Control and Prevention","Arizona Department of Health Services"
"EPI_ISL_268480","B/Yamagata","Centers for Disease Control and Prevention","California Department of Health Services"
"EPI_ISL_266717","B/Yamagata","Centers for Disease Control and Prevention","University of Michigan SPH EPID"
"EPI_ISL_266879","B/Yamagata","Centers for Disease Control and Prevention","Arizona Department of Health Services"
"EPI_ISL_275416","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_276448","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_275430","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_276510","B/Yamagata","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_269684","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269733","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_286807","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_316729","B/Yamagata","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_270280","B/Yamagata","National Institute of Infectious Diseases (NIID)","Sapporo City Institute of Public Health"
"EPI_ISL_281383","B/Yamagata","National Institute of Infectious Diseases (NIID)","Fukushima Prefectural Institute of Public Health"
"EPI_ISL_266721","B/Yamagata","Centers for Disease Control and Prevention","Vanderbilt University Medical Center"
"EPI_ISL_267015","B/Yamagata","Public Health Agency of Canada (PHAC)",NA
"EPI_ISL_266609","B/Yamagata","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_276439","B/Yamagata","Centers for Disease Control and Prevention","Instituto Adolfo Lutz"
"EPI_ISL_276513","B/Yamagata","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_267072","B/Yamagata","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_276450","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_270678","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_269685","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283260","B/Yamagata","Centers for Disease Control and Prevention","Ministry of Health Bahrain"
"EPI_ISL_283261","B/Yamagata","Centers for Disease Control and Prevention","Ministry of Health Bahrain"
"EPI_ISL_286888","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_286808","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_286809","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_276917","B/Yamagata","National Institute of Infectious Diseases (NIID)","Yokohama City Institute of Public Health."
"EPI_ISL_276922","B/Yamagata","National Institute of Infectious Diseases (NIID)","Chiba City Institute of Health and Environment"
"EPI_ISL_267008","B/Yamagata","Public Health Agency of Canada (PHAC)",NA
"EPI_ISL_269993","B/Yamagata","Centers for Disease Control and Prevention","State of Idaho Bureau of Laboratories"
"EPI_ISL_266903","B/Yamagata","Centers for Disease Control and Prevention","Texas Department of State Health Services-Laboratory Services"
"EPI_ISL_274975","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science & Research"
"EPI_ISL_274974","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science & Research"
"EPI_ISL_276512","B/Yamagata","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_282048","B/Yamagata","Centers for Disease Control and Prevention","Central Laboratory of Public Health"
"EPI_ISL_281681","B/Yamagata","Centers for Disease Control and Prevention","Central Laboratory of Public Health"
"EPI_ISL_276665","B/Yamagata","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_276666","B/Yamagata","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_269542","B/Yamagata","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_269686","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_286893","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_286813","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_267581","B/Yamagata","Centers for Disease Control and Prevention","Montana Laboratory Services Bureau"
"EPI_ISL_268475","B/Yamagata","Centers for Disease Control and Prevention","California Department of Health Services"
"EPI_ISL_274964","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science & Research"
"EPI_ISL_276050","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_278562","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_278652","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_269550","B/Yamagata","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_269688","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_321491","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institut Penyelidikan Perubatan"
"EPI_ISL_286815","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_286814","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_268863","B/Yamagata","Centers for Disease Control and Prevention","Washington State Public Health Laboratory"
"EPI_ISL_274958","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Victorian Infectious Diseases Reference Laboratory"
"EPI_ISL_274971","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science & Research"
"EPI_ISL_269751","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_269552","B/Yamagata","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_278692","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_269687","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_275531","B/Yamagata","Swiss National Reference Centre for Influenza","Swiss National Reference Centre for Influenza"
"EPI_ISL_281384","B/Yamagata","National Institute of Infectious Diseases (NIID)","Aichi Prefectural Institute of Public Health"
"EPI_ISL_272650","B/Yamagata","Centers for Disease Control and Prevention","Texas Department of State Health Services-Laboratory Services"
"EPI_ISL_272646","B/Yamagata","Centers for Disease Control and Prevention","Minnesota Department of Health"
"EPI_ISL_274979","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Environmental Science & Research"
"EPI_ISL_272655","B/Yamagata","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_276452","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_269750","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_276804","B/Yamagata","National Institute of Infectious Diseases (NIID)","Center for Disease Control"
"EPI_ISL_273866","B/Yamagata","Norwegian Institute of Public Health","Nordlandssykehuset"
"EPI_ISL_286772","B/Yamagata","National Institute of Infectious Diseases (NIID)","Tochigi Prefectural Institute of Public Health and Environmental Science"
"EPI_ISL_270018","B/Yamagata","Centers for Disease Control and Prevention","Utah Department of Health"
"EPI_ISL_278693","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_281354","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_276005","B/Yamagata","Public Health Agency of Canada (PHAC)","Ontario Agency for Health Protection and Promotion (OAHPP)"
"EPI_ISL_276493","B/Yamagata","Centers for Disease Control and Prevention","Institute of Environmental Science & Research"
"EPI_ISL_276458","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_276548","B/Yamagata","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_287050","B/Yamagata","Crick Worldwide Influenza Centre","Central Public Health Laboratory, Ministry of Health"
"EPI_ISL_273877","B/Yamagata","Norwegian Institute of Public Health","St. Olavs Hospital HF, Dept. of Medical Microbiology"
"EPI_ISL_273756","B/Yamagata","Centers for Disease Control and Prevention","Washington State Public Health Laboratory"
"EPI_ISL_276471","B/Yamagata","Centers for Disease Control and Prevention","Institute of Environmental Science & Research"
"EPI_ISL_276587","B/Yamagata","Centers for Disease Control and Prevention","Departamento de Laboratorio de Salud Pública (DLSP)"
"EPI_ISL_394204","B/Yamagata","The University of Hong Kong","The University of Hong Kong"
"EPI_ISL_281355","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
